Lead_ID,Lead_Name,Company_Name,Source,Region_ID,Rep_ID,Created_Date,Current_Stage,Email,Phone,Priority,Last_Updated,Deal_Source,Company_ID,Engagement_Level,Follow_Up_Threshold,Project_Term,Budget_Tier,Country,Company_Industry,Service_Category,Deal_Status_Category
LDCREA-APAC-1527,CreativeSolutions Lead,CreativeSolutions,Google Ads,APAC,MT_APAC,2023-10-13 14:42:57,Deal Lost,contact_73@creativesolutions.com,-6969298974,High,2023-11-25 21:04:56,Outbound,CMP_C_1527,High,5,0-6 months,50-100L,China,Finance,Staffing,Deal Lost
LDFUTU-EU-1528,FutureAnalytics Lead,FutureAnalytics,Instagram Ads,EU,GW_EU,2024-02-28 19:47:12,Deal Lost,contact_56@futureanalytics.com,-9796101747,Low,2024-04-23 5:30:12,Outbound,CMP_F_1528,High,3,>24 months,20-50L,Germany,Banking,Operations,Deal Lost
LDGLOB-NA-1529,GlobalIndustries Lead,GlobalIndustries,Pricing Page,NA,BJ_NA,2024-03-19 06:12:27,Deal Lost,contact_43@globalindustries.com,-6917118043,Low,2024-04-14 17:11:26,Inbound,CMP_G_1529,Medium,3,12-24 months,20-50L,Canada,Retail,Cloud,Deal Lost
LDINNO-ME-1530,InnovativeVentures Lead,InnovativeVentures,Facebook Ads,ME,OC_ME,2024-03-19 09:04:13,Deal Lost,contact_44@innovativeventures.com,-359059576,Medium,2024-05-16 21:17:30,Outbound,CMP_I_1530,Low,3,12-24 months,20-50L,UAE,Real Estate,Consulting,Deal Lost
LDSTRA-APAC-1531,StrategicSystems Lead,StrategicSystems,Cold Calling,APAC,LS_APAC,2024-04-11 15:25:56,Deal Lost,contact_64@strategicsystems.com,-9601295476,Low,2024-06-07 13:19:07,Outbound,CMP_S_1531,Low,5,12-24 months,100L+,New Zealand,Manufacturing,AI,Deal Lost
LDGLOB-ME-1532,GlobalSystems Lead,GlobalSystems,Pricing Page,ME,OC_ME,2024-01-18 18:32:06,Ongoing - Proposal Sent,contact_38@globalsystems.com,-4268466578,Low,2024-02-09 15:51:38,Inbound,CMP_G_1532,High,10,12-24 months,20-50L,UAE,Energy,Consulting,Ongoing - Cold
LDDYNA-ME-1533,DynamicVentures Lead,DynamicVentures,Display Ads,ME,OC_ME,2025-07-16 20:58:33,Ongoing - Proposal Sent,contact_56@dynamicventures.com,-1370522322,High,2025-08-12 7:42:28,Outbound,CMP_D_1533,Low,10,12-24 months,100L+,UAE,Banking,Data,Ongoing - Active
LDADVA-NA-1534,AdvancedSystems Lead,AdvancedSystems,Webinars,NA,AS_NA,2024-12-23 17:52:37,Ongoing - Demo,contact_35@advancedsystems.com,-4831112017,High,2025-02-19 13:49:21,Inbound,CMP_A_1534,Medium,3,12-24 months,50-100L,Canada,Retail,Cloud,Ongoing - Cold
LDADVA-APAC-1535,AdvancedSolutions Lead,AdvancedSolutions,Word of Mouth,APAC,JL_APAC,2025-05-23 05:33:29,Ongoing - Proposal,contact_26@advancedsolutions.com,-8673091457,Low,2025-05-28 2:08:11,Inbound,CMP_A_1535,Medium,10,6-12 months,20-50L,S. Korea,Manufacturing,Staffing,Ongoing - Cold
LDSTRA-APAC-1536,StrategicSolutions Lead,StrategicSolutions,Word of Mouth,APAC,LS_APAC,2025-08-27 09:59:52,Deal Won,contact_83@strategicsolutions.com,-32424532,High,2025-10-22 14:53:20,Inbound,CMP_S_1536,Low,3,0-6 months,100L+,Indonesia,E-Commerce,Staffing,Deal Won
LDSTRA-NA-1537,StrategicVentures Lead,StrategicVentures,Contact UsDemo Request,NA,AS_NA,2025-03-03 18:09:32,Deal Won,contact_28@strategicventures.com,-1959091386,Medium,2025-03-27 9:04:07,Inbound,CMP_S_1537,Low,3,12-24 months,100L+,Canada,Healthcare,Cloud,Deal Won
LDFUTU-EU-1538,FutureConsulting Lead,FutureConsulting,Telemarketing,EU,HB_EU,2023-12-23 10:30:52,Ongoing - Demo Completed,contact_26@futureconsulting.com,-1586857760,Medium,2024-02-12 0:59:08,Outbound,CMP_F_1538,High,10,6-12 months,20-50L,Germany,Automotive,Consulting,Ongoing - Cold
LDLEAD-AF-1539,LeadingConsulting Lead,LeadingConsulting,Third-Party Lead Generation Vendors,AF,TB_AF,2025-01-05 14:59:08,Deal Lost,contact_63@leadingconsulting.com,-5638471791,Medium,2025-01-17 9:09:01,Outbound,CMP_L_1539,Medium,5,>24 months,50-100L,Morocco,Telecommunications,Staffing,Deal Lost
LDINNO-APAC-1540,InnovativeSolutions Lead,InnovativeSolutions,Cold Email Campaigns,APAC,IG_APAC,2025-02-05 00:56:08,Deal Won,contact_52@innovativesolutions.com,-6261546187,Medium,2025-03-04 16:17:12,Outbound,CMP_I_1540,High,5,>24 months,20-50L,China,E-Commerce,T&M,Deal Won
LDFUTU-AF-1541,FuturePartners Lead,FuturePartners,Word of Mouth,AF,TB_AF,2024-06-09 22:07:52,Deal Won,contact_39@futurepartners.com,-5454421173,Low,2024-06-30 8:08:53,Inbound,CMP_F_1541,Medium,3,>24 months,100L+,Mozambique,Telecommunications,Staffing,Deal Won
LDADVA-ME-1542,AdvancedVentures Lead,AdvancedVentures,Twitter Ads,ME,OC_ME,2024-11-27 10:36:33,Ongoing - Qualified,contact_54@advancedventures.com,-297039048,Medium,2025-01-25 21:16:58,Outbound,CMP_A_1542,Medium,3,0-6 months,20-50L,Saudi Arabia,Real Estate,Data,Ongoing - Cold
LDSTRA-NA-1543,StrategicVentures Lead,StrategicVentures,Instagram Ads,NA,BJ_NA,2023-11-19 13:16:44,Ongoing - Negotiation,contact_22@strategicventures.com,-6536633524,Medium,2023-12-07 14:42:18,Outbound,CMP_S_1543,Low,10,12-24 months,100L+,USA,Retail,Data,Ongoing - Cold
LDADVA-AF-1544,AdvancedConsulting Lead,AdvancedConsulting,Facebook Ads,AF,TB_AF,2023-09-10 02:49:53,Deal Won,contact_12@advancedconsulting.com,-8956239491,High,2023-09-23 20:27:07,Outbound,CMP_A_1544,Low,10,6-12 months,100L+,Mozambique,Finance,Staffing,Deal Won
LDLEAD-AF-1545,LeadingSolutions Lead,LeadingSolutions,Cold Calling,AF,TB_AF,2023-12-01 00:36:08,Deal Lost,contact_77@leadingsolutions.com,-4947929570,High,2023-12-02 23:18:25,Outbound,CMP_L_1545,High,3,12-24 months,100L+,S. Africa,Finance,Service,Deal Lost
LDGLOB-LA-1546,GlobalTech Lead,GlobalTech,Display Ads,LA,PY_LA,2024-12-28 00:35:18,Deal Lost,contact_16@globaltech.com,-1647080144,High,2025-02-09 23:04:29,Outbound,CMP_G_1546,High,5,0-6 months,100L+,Mexico,Manufacturing,Logistics,Deal Lost
LDCREA-NA-1547,CreativeSolutions Lead,CreativeSolutions,Telemarketing,NA,AS_NA,2025-08-06 16:49:40,Ongoing - Negotiation,contact_24@creativesolutions.com,-3363025280,Low,2025-09-27 6:31:45,Outbound,CMP_C_1547,Low,5,12-24 months,50-100L,Canada,Finance,Data,Ongoing - Active
LDGLOB-APAC-1548,GlobalConsulting Lead,GlobalConsulting,LinkedIn Ads,APAC,IG_APAC,2025-03-14 11:38:48,Deal Lost,contact_60@globalconsulting.com,-2467454151,Medium,2025-04-15 21:56:58,Outbound,CMP_G_1548,High,7,>24 months,50-100L,Indonesia,E-Commerce,T&M,Deal Lost
LDADVA-EU-1549,AdvancedTech Lead,AdvancedTech,Cold Calling,EU,HB_EU,2025-03-21 05:33:02,Deal Won,contact_6@advancedtech.com,-5355275652,Low,2025-03-23 9:47:34,Outbound,CMP_A_1549,Low,7,12-24 months,100L+,France,Consulting,Operations,Deal Won
LDSTRA-AF-1550,StrategicPartners Lead,StrategicPartners,LinkedIn,AF,TB_AF,2024-01-30 13:36:38,Deal Lost,contact_94@strategicpartners.com,-8209362956,Low,2024-02-17 6:04:04,Inbound,CMP_S_1550,High,7,6-12 months,20-50L,Mozambique,Telecommunications,Service,Deal Lost
LDFUTU-APAC-1551,FutureIndustries Lead,FutureIndustries,Telemarketing,APAC,MT_APAC,2025-07-01 11:24:49,Ongoing - Demo Completed,contact_2@futureindustries.com,-4092821143,High,2025-07-20 12:53:56,Outbound,CMP_F_1551,High,7,6-12 months,100L+,Indonesia,Technology,T&M,Ongoing - Cold
LDFUTU-LA-1552,FutureTech Lead,FutureTech,Display Ads,LA,PY_LA,2024-06-04 03:45:24,Ongoing - Proposal,contact_43@futuretech.com,-1227859700,High,2024-06-20 1:50:10,Outbound,CMP_F_1552,Medium,7,>24 months,20-50L,Chile,Agriculture,Logistics,Ongoing - Cold
LDDYNA-NA-1553,DynamicAnalytics Lead,DynamicAnalytics,Cold Calling,NA,CL_NA,2023-09-27 03:25:01,Ongoing - Proposal,contact_50@dynamicanalytics.com,-9258048381,Low,2023-11-04 15:21:00,Outbound,CMP_D_1553,Low,10,6-12 months,20-50L,Canada,Technology,Marketing,Ongoing - Cold
LDGLOB-LA-1554,GlobalTech Lead,GlobalTech,Pricing Page,LA,RA_LA,2024-01-16 01:10:42,Ongoing - Proposal,contact_51@globaltech.com,-8308903115,Low,2024-02-23 19:21:48,Inbound,CMP_G_1554,Medium,10,0-6 months,50-100L,Argentina,Energy,Operations,Ongoing - Cold
LDLEAD-APAC-1555,LeadingSolutions Lead,LeadingSolutions,Google,APAC,IG_APAC,2024-04-01 16:57:39,Deal Won,contact_27@leadingsolutions.com,-6858465381,Medium,2024-04-08 2:01:23,Inbound,CMP_L_1555,Medium,5,0-6 months,50-100L,China,E-Commerce,AI,Deal Won
LDSTRA-LA-1556,StrategicVentures Lead,StrategicVentures,Google,LA,QH_LA,2023-11-08 08:40:06,Deal Lost,contact_5@strategicventures.com,-6116762483,Medium,2023-12-23 9:28:04,Inbound,CMP_S_1556,Low,5,12-24 months,20-50L,Chile,Agriculture,Operations,Deal Lost
LDDYNA-EU-1557,DynamicIndustries Lead,DynamicIndustries,Third-Party Lead Generation Vendors,EU,GW_EU,2025-07-23 03:51:33,Deal Lost,contact_51@dynamicindustries.com,-4437239351,Medium,2025-07-29 14:35:12,Outbound,CMP_D_1557,Low,5,12-24 months,20-50L,UK,Consulting,Consulting,Deal Lost
LDCREA-NA-1558,CreativeTech Lead,CreativeTech,Lists,NA,BJ_NA,2024-05-26 15:24:11,Ongoing - Proposal,contact_79@creativetech.com,-3301131119,Low,2024-07-22 0:35:13,Outbound,CMP_C_1558,High,7,0-6 months,50-100L,Canada,Technology,Marketing,Ongoing - Cold
LDDYNA-EU-1559,DynamicConsulting Lead,DynamicConsulting,Word of Mouth,EU,FG_EU,2024-07-20 00:06:53,Deal Lost,contact_77@dynamicconsulting.com,-1787906568,Medium,2024-08-18 4:16:07,Inbound,CMP_D_1559,Medium,5,>24 months,100L+,Switzerland,Consulting,Consulting,Deal Lost
LDADVA-NA-1560,AdvancedSolutions Lead,AdvancedSolutions,Instagram Ads,NA,DK_NA,2025-02-05 17:26:23,Deal Lost,contact_59@advancedsolutions.com,-3416271145,Medium,2025-02-23 7:17:44,Outbound,CMP_A_1560,High,3,12-24 months,50-100L,USA,Finance,Marketing,Deal Lost
LDSTRA-APAC-1561,StrategicTech Lead,StrategicTech,Third-Party Lead Generation Vendors,APAC,KM_APAC,2024-11-21 16:41:56,Ongoing - Proposal Sent,contact_6@strategictech.com,-5284774575,Medium,2025-01-20 18:02:35,Outbound,CMP_S_1561,Medium,10,>24 months,100L+,Indonesia,Technology,AI,Ongoing - Cold
LDFUTU-ME-1562,FutureAnalytics Lead,FutureAnalytics,Google Ads,ME,NA_ME,2025-04-17 20:39:49,Deal Lost,contact_17@futureanalytics.com,-4544533713,High,2025-06-14 12:49:26,Outbound,CMP_F_1562,Low,7,>24 months,20-50L,UAE,Energy,Data,Deal Lost
LDSTRA-EU-1563,StrategicVentures Lead,StrategicVentures,Google Ads,EU,FG_EU,2023-12-01 09:05:54,Deal Lost,contact_57@strategicventures.com,-6062572406,High,2023-12-29 17:13:19,Outbound,CMP_S_1563,Medium,7,>24 months,100L+,Germany,Pharmaceuticals,Engineering,Deal Lost
LDDYNA-AF-1564,DynamicAnalytics Lead,DynamicAnalytics,Third-Party Lead Generation Vendors,AF,TB_AF,2025-04-09 15:31:57,Deal Won,contact_2@dynamicanalytics.com,-1262533246,High,2025-05-22 5:27:13,Outbound,CMP_D_1564,High,7,6-12 months,100L+,Kenya,Mining,Service,Deal Won
LDCREA-EU-1565,CreativeIndustries Lead,CreativeIndustries,Instagram posts,EU,HB_EU,2025-06-05 14:49:51,Deal Lost,contact_72@creativeindustries.com,-1707988403,Low,2025-06-29 2:08:37,Inbound,CMP_C_1565,Low,10,12-24 months,20-50L,Netherlands,Consulting,Operations,Deal Lost
LDLEAD-EU-1566,LeadingSystems Lead,LeadingSystems,Google Ads,EU,EB_EU,2024-02-12 16:59:40,Deal Lost,contact_91@leadingsystems.com,-7262963807,High,2024-03-16 8:33:27,Outbound,CMP_L_1566,Medium,7,12-24 months,20-50L,France,Automotive,Consulting,Deal Lost
LDSTRA-LA-1567,StrategicPartners Lead,StrategicPartners,Google,LA,PY_LA,2024-02-21 08:11:59,Deal Won,contact_32@strategicpartners.com,-829416863,Medium,2024-03-29 8:09:26,Inbound,CMP_S_1567,Low,3,6-12 months,100L+,Peru,Energy,Operations,Deal Won
LDDYNA-NA-1568,DynamicSolutions Lead,DynamicSolutions,Retargeting Campaigns,NA,CL_NA,2024-11-15 05:06:25,Ongoing - Proposal Sent,contact_68@dynamicsolutions.com,-4503557645,Low,2024-12-17 0:44:19,Outbound,CMP_D_1568,High,7,12-24 months,50-100L,USA,Healthcare,Cloud,Ongoing - Cold
LDADVA-LA-1569,AdvancedSolutions Lead,AdvancedSolutions,Cold Calling,LA,PY_LA,2024-09-04 23:16:07,Deal Won,contact_51@advancedsolutions.com,-2577909578,High,2024-09-22 5:57:12,Outbound,CMP_A_1569,Low,5,12-24 months,20-50L,Mexico,Agriculture,Logistics,Deal Won
LDDYNA-LA-1570,DynamicVentures Lead,DynamicVentures,Google Ads,LA,PY_LA,2023-09-17 19:56:38,Deal Lost,contact_6@dynamicventures.com,-5653334522,Medium,2023-10-26 5:34:44,Outbound,CMP_D_1570,High,3,6-12 months,20-50L,Colombia,Energy,Operations,Deal Lost
LDSTRA-APAC-1571,StrategicPartners Lead,StrategicPartners,Instagram posts,APAC,LS_APAC,2024-12-24 07:32:03,Deal Won,contact_13@strategicpartners.com,-3585268613,High,2025-01-05 5:36:23,Inbound,CMP_S_1571,High,7,0-6 months,50-100L,China,Finance,T&M,Deal Won
LDSTRA-NA-1572,StrategicPartners Lead,StrategicPartners,Third-Party Lead Generation Vendors,NA,DK_NA,2024-02-06 23:32:06,Deal Won,contact_11@strategicpartners.com,-1863179725,High,2024-02-15 11:01:25,Outbound,CMP_S_1572,Low,3,12-24 months,100L+,Canada,Healthcare,Cloud,Deal Won
LDSTRA-LA-1573,StrategicAnalytics Lead,StrategicAnalytics,Instagram Ads,LA,RA_LA,2023-11-12 04:48:53,Deal Lost,contact_21@strategicanalytics.com,-3736477614,Low,2023-12-23 12:42:58,Outbound,CMP_S_1573,Medium,5,0-6 months,50-100L,Brazil,Agriculture,Operations,Deal Lost
LDGLOB-NA-1574,GlobalPartners Lead,GlobalPartners,Word of Mouth,NA,DK_NA,2024-09-20 04:37:17,Ongoing - Lead Captured,contact_75@globalpartners.com,-2503973639,High,2024-11-04 3:58:46,Inbound,CMP_G_1574,Medium,3,>24 months,50-100L,Canada,Healthcare,Cloud,Ongoing - Cold
LDADVA-APAC-1575,AdvancedPartners Lead,AdvancedPartners,Twitter,APAC,IG_APAC,2025-01-14 01:24:36,Deal Won,contact_82@advancedpartners.com,-1433479540,Medium,2025-02-14 2:36:17,Inbound,CMP_A_1575,Low,7,12-24 months,20-50L,S. Korea,E-Commerce,T&M,Deal Won
LDFUTU-NA-1576,FutureVentures Lead,FutureVentures,Lists,NA,CL_NA,2024-04-19 09:40:41,Ongoing - Lead Captured,contact_36@futureventures.com,-2923747994,High,2024-05-11 13:32:17,Outbound,CMP_F_1576,Medium,7,12-24 months,50-100L,Canada,Technology,Cloud,Ongoing - Cold
LDCREA-LA-1577,CreativeAnalytics Lead,CreativeAnalytics,LinkedIn Ads,LA,PY_LA,2024-10-23 22:02:29,Deal Lost,contact_60@creativeanalytics.com,-8694612575,Low,2024-12-20 6:29:51,Outbound,CMP_C_1577,Low,10,>24 months,20-50L,Colombia,Energy,Logistics,Deal Lost
LDCREA-NA-1578,CreativeAnalytics Lead,CreativeAnalytics,Google Ads,NA,BJ_NA,2025-06-18 21:57:59,Deal Lost,contact_36@creativeanalytics.com,-579763099,High,2025-08-08 8:37:13,Outbound,CMP_C_1578,Low,5,0-6 months,100L+,Canada,Retail,Data,Deal Lost
LDADVA-EU-1579,AdvancedSystems Lead,AdvancedSystems,LinkedIn Ads,EU,HB_EU,2024-01-28 03:59:16,Deal Lost,contact_46@advancedsystems.com,-7136566436,High,2024-02-02 21:36:23,Outbound,CMP_A_1579,Low,5,0-6 months,20-50L,Netherlands,Automotive,Operations,Deal Lost
LDGLOB-NA-1580,GlobalIndustries Lead,GlobalIndustries,Google,NA,BJ_NA,2025-01-25 21:22:07,Ongoing - Proposal Sent,contact_38@globalindustries.com,-5141872091,Low,2025-03-05 23:00:32,Inbound,CMP_G_1580,Low,5,12-24 months,50-100L,Canada,Finance,Marketing,Ongoing - Cold
LDFUTU-EU-1581,FutureSystems Lead,FutureSystems,LinkedIn Ads,EU,EB_EU,2024-10-14 08:25:10,Deal Won,contact_18@futuresystems.com,-7943539334,Medium,2024-11-12 23:57:34,Outbound,CMP_F_1581,Medium,10,>24 months,50-100L,UK,Automotive,Consulting,Deal Won
LDSTRA-APAC-1582,StrategicSolutions Lead,StrategicSolutions,Twitter Ads,APAC,LS_APAC,2024-09-14 17:11:04,Deal Lost,contact_93@strategicsolutions.com,-9449797661,High,2024-09-17 0:43:08,Outbound,CMP_S_1582,Medium,3,>24 months,50-100L,India,Technology,Staffing,Deal Lost
LDADVA-NA-1583,AdvancedPartners Lead,AdvancedPartners,Contact UsDemo Request,NA,BJ_NA,2024-04-12 05:56:59,Deal Lost,contact_86@advancedpartners.com,-3434202635,High,2024-04-19 9:16:31,Inbound,CMP_A_1583,High,7,>24 months,50-100L,USA,Finance,Data,Deal Lost
LDDYNA-AF-1584,DynamicConsulting Lead,DynamicConsulting,Instagram posts,AF,TB_AF,2024-12-24 04:45:55,Deal Won,contact_30@dynamicconsulting.com,-4003368840,Medium,2025-01-18 2:45:10,Inbound,CMP_D_1584,High,5,>24 months,100L+,Kenya,Mining,Service,Deal Won
LDCREA-AF-1585,CreativeVentures Lead,CreativeVentures,Referrals from Existing Customers,AF,TB_AF,2025-07-27 05:58:36,Deal Won,contact_27@creativeventures.com,-5590600525,Medium,2025-09-25 5:59:08,Inbound,CMP_C_1585,High,3,12-24 months,50-100L,Morocco,Telecommunications,Service,Deal Won
LDGLOB-LA-1586,GlobalSystems Lead,GlobalSystems,Webinars,LA,PY_LA,2024-04-04 00:14:25,Ongoing - Demo Completed,contact_79@globalsystems.com,-2755608402,Medium,2024-05-18 10:04:34,Inbound,CMP_G_1586,High,5,12-24 months,50-100L,Chile,Manufacturing,Logistics,Ongoing - Cold
LDLEAD-NA-1587,LeadingPartners Lead,LeadingPartners,Referrals from Existing Customers,NA,CL_NA,2024-12-30 23:23:39,Deal Lost,contact_25@leadingpartners.com,-4006867693,Medium,2025-02-04 23:32:04,Inbound,CMP_L_1587,Medium,10,0-6 months,20-50L,USA,Finance,Cloud,Deal Lost
LDSTRA-NA-1588,StrategicSolutions Lead,StrategicSolutions,Telemarketing,NA,DK_NA,2024-03-17 11:46:08,Deal Lost,contact_53@strategicsolutions.com,-5103448235,Low,2024-04-25 21:29:46,Outbound,CMP_S_1588,High,7,>24 months,100L+,USA,Retail,Data,Deal Lost
LDINNO-LA-1589,InnovativeVentures Lead,InnovativeVentures,Twitter Ads,LA,QH_LA,2023-12-29 13:41:38,Ongoing - Contacted,contact_84@innovativeventures.com,-5603979187,Medium,2024-02-26 6:51:40,Outbound,CMP_I_1589,High,3,>24 months,20-50L,Colombia,Agriculture,Logistics,Ongoing - Cold
LDCREA-AF-1590,CreativeTech Lead,CreativeTech,Third-Party Lead Generation Vendors,AF,SW_AF,2024-04-25 07:59:10,Deal Won,contact_76@creativetech.com,-2206051228,High,2024-05-31 9:54:49,Outbound,CMP_C_1590,Low,3,6-12 months,50-100L,Morocco,Mining,Service,Deal Won
LDFUTU-NA-1591,FutureSolutions Lead,FutureSolutions,Instagram posts,NA,CL_NA,2025-04-11 05:51:07,Deal Lost,contact_84@futuresolutions.com,-2490829882,Low,2025-05-04 4:35:33,Inbound,CMP_F_1591,High,10,>24 months,100L+,Canada,Technology,Cloud,Deal Lost
LDINNO-NA-1592,InnovativeSystems Lead,InnovativeSystems,Retargeting Campaigns,NA,AS_NA,2023-09-06 01:55:01,Ongoing - Qualified,contact_28@innovativesystems.com,-9254997358,High,2023-10-28 21:34:08,Outbound,CMP_I_1592,High,5,0-6 months,50-100L,Canada,Healthcare,Cloud,Ongoing - Cold
LDGLOB-EU-1593,GlobalPartners Lead,GlobalPartners,Pricing Page,EU,GW_EU,2023-11-14 01:00:45,Deal Won,contact_51@globalpartners.com,-8753886564,Medium,2023-11-21 4:10:26,Inbound,CMP_G_1593,Medium,3,0-6 months,50-100L,Sweden,Consulting,Operations,Deal Won
LDGLOB-NA-1594,GlobalTech Lead,GlobalTech,Cold Calling,NA,BJ_NA,2024-06-10 20:47:27,Deal Won,contact_99@globaltech.com,-1741837750,High,2024-08-02 4:43:24,Outbound,CMP_G_1594,High,3,12-24 months,20-50L,USA,Technology,Cloud,Deal Won
LDSTRA-AF-1595,StrategicConsulting Lead,StrategicConsulting,Instagram Ads,AF,SW_AF,2024-12-13 11:17:53,Deal Lost,contact_61@strategicconsulting.com,-5910085107,Low,2024-12-29 2:37:57,Outbound,CMP_S_1595,Medium,10,0-6 months,100L+,Mozambique,Finance,Service,Deal Lost
LDSTRA-LA-1596,StrategicPartners Lead,StrategicPartners,Display Ads,LA,PY_LA,2025-01-14 01:10:54,Deal Lost,contact_8@strategicpartners.com,-2833675973,Medium,2025-02-09 5:32:45,Outbound,CMP_S_1596,Low,5,6-12 months,50-100L,Argentina,Agriculture,Operations,Deal Lost
LDGLOB-ME-1597,GlobalSystems Lead,GlobalSystems,Google Ads,ME,OC_ME,2024-12-06 01:58:24,Deal Won,contact_10@globalsystems.com,-1459199681,Medium,2024-12-24 2:55:23,Outbound,CMP_G_1597,High,5,0-6 months,50-100L,Qatar,Banking,Consulting,Deal Won
LDDYNA-NA-1598,DynamicSolutions Lead,DynamicSolutions,Facebook Ads,NA,DK_NA,2023-10-07 01:21:52,Ongoing - Lead Captured,contact_1@dynamicsolutions.com,-5135189002,Low,2023-11-27 3:44:16,Outbound,CMP_D_1598,High,7,6-12 months,100L+,USA,Healthcare,Cloud,Ongoing - Cold
LDFUTU-LA-1599,FutureTech Lead,FutureTech,Instagram Ads,LA,PY_LA,2025-03-09 22:51:40,Deal Lost,contact_52@futuretech.com,-5945109431,Low,2025-03-16 21:46:33,Outbound,CMP_F_1599,High,5,6-12 months,20-50L,Peru,Manufacturing,Operations,Deal Lost
LDDYNA-NA-1600,DynamicPartners Lead,DynamicPartners,Facebook,NA,DK_NA,2024-02-01 23:01:45,Ongoing - Contacted,contact_46@dynamicpartners.com,-1284770279,Low,2024-02-15 9:33:53,Inbound,CMP_D_1600,Low,3,6-12 months,50-100L,Canada,Technology,Marketing,Ongoing - Cold
LDFUTU-NA-1601,FutureIndustries Lead,FutureIndustries,Cold Email Campaigns,NA,BJ_NA,2025-03-27 13:11:46,Ongoing - Qualified,contact_46@futureindustries.com,-1028524004,Medium,2025-05-15 15:43:28,Outbound,CMP_F_1601,Medium,3,0-6 months,100L+,USA,Healthcare,Cloud,Ongoing - Cold
LDFUTU-AF-1602,FutureConsulting Lead,FutureConsulting,Instagram Ads,AF,SW_AF,2025-01-09 07:58:56,Ongoing - Demo Scheduled,contact_59@futureconsulting.com,-3874169048,High,2025-01-30 5:03:04,Outbound,CMP_F_1602,Low,7,6-12 months,100L+,Mozambique,Finance,Staffing,Ongoing - Cold
LDINNO-EU-1603,InnovativeAnalytics Lead,InnovativeAnalytics,Twitter,EU,GW_EU,2024-02-01 23:11:20,Deal Won,contact_10@innovativeanalytics.com,-297787650,Medium,2024-03-19 11:29:41,Inbound,CMP_I_1603,High,10,6-12 months,100L+,Sweden,Banking,Consulting,Deal Won
LDFUTU-EU-1604,FutureSolutions Lead,FutureSolutions,Instagram Ads,EU,EB_EU,2023-12-21 15:47:32,Deal Won,contact_8@futuresolutions.com,-2936614536,Medium,2024-01-15 20:31:19,Outbound,CMP_F_1604,Low,10,6-12 months,50-100L,Switzerland,Pharmaceuticals,Consulting,Deal Won
LDCREA-APAC-1605,CreativeSystems Lead,CreativeSystems,Referrals from Existing Customers,APAC,LS_APAC,2024-10-10 13:07:07,Deal Lost,contact_88@creativesystems.com,-1924844880,Medium,2024-11-28 18:50:45,Inbound,CMP_C_1605,Low,10,>24 months,100L+,Singapore,Manufacturing,AI,Deal Lost
LDDYNA-AF-1606,DynamicSystems Lead,DynamicSystems,Webinars,AF,SW_AF,2024-08-23 02:46:28,Deal Lost,contact_15@dynamicsystems.com,-7209186194,Low,2024-09-20 18:34:39,Inbound,CMP_D_1606,Medium,7,0-6 months,20-50L,Morocco,Mining,Staffing,Deal Lost
LDCREA-APAC-1607,CreativeAnalytics Lead,CreativeAnalytics,Contact UsDemo Request,APAC,JL_APAC,2024-08-05 02:12:23,Deal Won,contact_29@creativeanalytics.com,-9011685224,Low,2024-09-16 10:03:17,Inbound,CMP_C_1607,Medium,10,0-6 months,100L+,China,E-Commerce,T&M,Deal Won
LDLEAD-ME-1608,LeadingVentures Lead,LeadingVentures,Word of Mouth,ME,NA_ME,2025-06-23 20:32:58,Deal Lost,contact_28@leadingventures.com,-3754280421,Low,2025-07-20 7:11:28,Inbound,CMP_L_1608,Low,7,12-24 months,50-100L,UAE,Banking,Consulting,Deal Lost
LDADVA-NA-1609,AdvancedTech Lead,AdvancedTech,LinkedIn,NA,AS_NA,2024-11-25 07:45:53,Deal Won,contact_22@advancedtech.com,-9704472549,High,2024-12-21 6:59:05,Inbound,CMP_A_1609,Low,5,>24 months,50-100L,USA,Technology,Data,Deal Won
LDCREA-APAC-1610,CreativePartners Lead,CreativePartners,Contact UsDemo Request,APAC,IG_APAC,2024-07-14 07:25:48,Ongoing - Qualified,contact_99@creativepartners.com,-3022421698,Low,2024-07-30 20:04:39,Inbound,CMP_C_1610,Medium,10,>24 months,50-100L,Indonesia,E-Commerce,AI,Ongoing - Cold
LDFUTU-LA-1611,FutureConsulting Lead,FutureConsulting,Word of Mouth,LA,PY_LA,2025-02-03 18:01:30,Deal Won,contact_90@futureconsulting.com,-7007564798,High,2025-03-15 13:09:45,Inbound,CMP_F_1611,High,10,12-24 months,100L+,Brazil,Energy,Operations,Deal Won
LDLEAD-NA-1612,LeadingAnalytics Lead,LeadingAnalytics,Facebook,NA,DK_NA,2023-10-25 17:49:36,Deal Won,contact_43@leadinganalytics.com,-8631821743,Low,2023-11-03 20:13:56,Inbound,CMP_L_1612,Low,5,12-24 months,100L+,Canada,Retail,Data,Deal Won
LDCREA-APAC-1613,CreativeConsulting Lead,CreativeConsulting,Telemarketing,APAC,IG_APAC,2024-03-12 08:57:46,Deal Won,contact_80@creativeconsulting.com,-327897716,High,2024-03-18 5:00:41,Outbound,CMP_C_1613,Low,5,6-12 months,100L+,Japan,E-Commerce,Staffing,Deal Won
